movieId,qtdRatings,summRatings,meanRatings
62245,33.00,125.50,3.80
128536,4.00,15.00,3.75
126573,1.00,1.50,1.50
140986,1.00,4.00,4.00
4290,363.00,1031.00,2.84
6416,172.00,631.00,3.67
49513,17.00,68.50,4.03
25951,41.00,143.00,3.49
110310,3.00,6.50,2.17
137112,5.00,19.50,3.90
379,6197.00,16827.50,2.72
2529,13803.00,49760.00,3.61
97466,5.00,17.00,3.40
99119,2.00,5.50,2.75
329,29242.00,97865.50,3.35
923,19461.00,79968.00,4.11
109769,22.00,78.00,3.55
97046,6.00,19.50,3.25
147436,1.00,5.00,5.00
90376,797.00,2953.50,3.71
119310,4.00,10.00,2.50
96473,34.00,131.00,3.85
116016,2.00,8.50,4.25
1732,23524.00,92831.50,3.95
104984,10.00,28.00,2.80
132348,3.00,4.50,1.50
123202,1.00,0.50,0.50
56607,1053.00,3999.50,3.80
107725,8.00,32.50,4.06
5274,41.00,114.00,2.78
146106,1.00,3.50,3.50
138412,2.00,4.50,2.25
109038,3.00,8.50,2.83
134004,2.00,4.00,2.00
151565,1.00,3.50,3.50
3313,105.00,241.50,2.30
4562,320.00,1124.00,3.51
7704,230.00,575.00,2.50
5840,353.00,1365.50,3.87
6315,383.00,1097.00,2.86
126953,2.00,4.50,2.25
85570,7.00,27.00,3.86
135679,1.00,3.50,3.50
96225,1.00,1.00,1.00
7294,479.00,1253.00,2.62
2212,1344.00,5059.50,3.76
146702,3.00,10.50,3.50
106436,2.00,5.50,2.75
131880,3.00,9.00,3.00
6107,144.00,538.00,3.74
107297,3.00,8.50,2.83
94819,2.00,4.50,2.25
117326,3.00,6.50,2.17
27112,44.00,145.00,3.30
70223,16.00,61.00,3.81
53916,10.00,35.00,3.50
146146,1.00,4.00,4.00
69784,1740.00,4863.00,2.79
3525,2009.00,6170.00,3.07
7035,192.00,563.50,2.93
104817,1.00,2.50,2.50
80562,3.00,7.50,2.50
138198,2.00,5.50,2.75
98821,1.00,3.50,3.50
151321,1.00,5.00,5.00
146463,1.00,4.00,4.00
32239,143.00,503.50,3.52
65764,8.00,30.50,3.81
70877,12.00,38.50,3.21
125623,1.00,3.50,3.50
151671,1.00,0.50,0.50
3043,241.00,416.50,1.73
7379,476.00,1412.00,2.97
134919,1.00,3.00,3.00
121354,2.00,4.00,2.00
141242,2.00,7.50,3.75
81631,4.00,11.00,2.75
51127,105.00,396.00,3.77
138702,200.00,803.00,4.01
4315,28.00,58.50,2.09
736,36998.00,119282.00,3.22
74944,259.00,811.00,3.13
139397,1.00,3.50,3.50
71276,2.00,8.00,4.00
6935,253.00,997.50,3.94
146086,1.00,1.00,1.00
72866,2.00,9.50,4.75
4287,117.00,365.50,3.12
69761,17.00,63.00,3.71
5774,45.00,103.00,2.29
101381,5.00,17.50,3.50
144568,5.00,16.50,3.30
2731,3076.00,12674.50,4.12
33158,909.00,2142.00,2.36
70305,361.00,1019.00,2.82
111283,8.00,23.50,2.94
148224,1.00,3.50,3.50
110889,1.00,2.50,2.50
102156,1.00,1.50,1.50
2181,1147.00,4047.00,3.53
132908,3.00,7.00,2.33
130900,3.00,4.50,1.50
79974,6.00,11.50,1.92
90397,2.00,2.50,1.25
99258,6.00,19.50,3.25
498,399.00,1120.00,2.81
43930,417.00,1180.50,2.83
72923,5.00,13.00,2.60
90167,2.00,5.50,2.75
7759,260.00,1004.50,3.86
32049,30.00,94.50,3.15
105254,51.00,157.00,3.08
75386,10.00,24.50,2.45
87966,2.00,4.00,2.00
92935,1.00,3.00,3.00
64037,113.00,350.00,3.10
140098,1.00,2.50,2.50
94114,6.00,18.00,3.00
89965,2.00,6.00,3.00
131508,1.00,4.00,4.00
8391,67.00,233.00,3.48
88495,31.00,98.50,3.18
7242,12.00,30.50,2.54
2980,19.00,40.00,2.11
112163,1.00,3.50,3.50
126482,23.00,70.00,3.04
79718,9.00,31.00,3.44
138480,4.00,11.00,2.75
8909,3.00,7.00,2.33
137242,1.00,3.50,3.50
144272,3.00,9.00,3.00
76255,1.00,2.50,2.50
115379,1.00,3.00,3.00
5207,43.00,119.00,2.77
70295,34.00,121.00,3.56
26000,6.00,18.00,3.00
108488,8.00,24.50,3.06
127050,3.00,10.00,3.33
149268,1.00,5.00,5.00
96894,2.00,6.00,3.00
148946,2.00,6.00,3.00
72605,557.00,1942.00,3.49
109189,49.00,167.50,3.42
134509,4.00,5.00,1.25
134908,1.00,4.00,4.00
70130,13.00,46.50,3.58
8669,48.00,130.00,2.71
97917,3.00,4.00,1.33
5206,54.00,127.00,2.35
37375,20.00,70.50,3.52
126809,1.00,3.00,3.00
145964,1.00,2.50,2.50
8723,12.00,33.50,2.79
89532,3.00,9.00,3.00
132522,3.00,12.50,4.17
85994,4.00,9.50,2.38
150619,1.00,4.00,4.00
7713,352.00,1219.50,3.46
81387,4.00,12.50,3.12
139132,3.00,9.50,3.17
55360,34.00,114.00,3.35
3315,17.00,48.00,2.82
134087,1.00,3.50,3.50
101916,2.00,5.00,2.50
6619,668.00,2045.00,3.06
104041,4.00,7.00,1.75
8136,33.00,70.00,2.12
115828,41.00,154.00,3.76
88726,4.00,11.50,2.88
98383,1.00,4.00,4.00
986,3239.00,11362.50,3.51
79242,1101.00,3888.50,3.53
8927,111.00,312.50,2.82
135997,1.00,4.00,4.00
118878,3.00,9.50,3.17
128429,4.00,11.50,2.88
147234,2.00,5.50,2.75
39435,1185.00,3658.50,3.09
58718,14.00,36.50,2.61
96486,12.00,43.00,3.58
127140,50.00,158.00,3.16
139785,1.00,3.50,3.50
87354,1.00,4.00,4.00
4522,164.00,533.00,3.25
5243,122.00,407.00,3.34
102868,6.00,20.00,3.33
58103,1292.00,4245.00,3.29
55245,676.00,1901.50,2.81
32375,30.00,99.50,3.32
5339,1061.00,4046.50,3.81
78128,31.00,102.00,3.29
103343,4.00,6.00,1.50
32478,4.00,13.50,3.38
106702,3.00,9.50,3.17
141731,1.00,4.50,4.50
131270,28.00,92.00,3.29
979,50.00,157.50,3.15
99822,9.00,17.00,1.89
71940,5.00,17.50,3.50
39429,5.00,11.00,2.20
33896,470.00,1658.00,3.53
66517,32.00,49.50,1.55
66547,75.00,271.00,3.61
80969,1065.00,3901.50,3.66
142450,13.00,50.50,3.88
76056,11.00,32.50,2.95
126414,5.00,18.00,3.60
105778,12.00,44.50,3.71
688,3073.00,7980.00,2.60
3544,455.00,1287.50,2.83
85414,5210.00,19534.50,3.75
6767,8.00,16.00,2.00
133800,1.00,0.50,0.50
105217,18.00,53.00,2.94
7931,12.00,38.00,3.17
150068,1.00,3.50,3.50
52704,1.00,3.00,3.00
123848,1.00,1.50,1.50
4661,1129.00,3948.00,3.50
117466,71.00,238.50,3.36
129056,2.00,5.50,2.75
145382,1.00,3.00,3.00
67508,396.00,1445.00,3.65
5786,47.00,164.00,3.49
101579,5.00,18.00,3.60
114342,172.00,617.00,3.59
65130,1275.00,4499.50,3.53
1847,5.00,14.00,2.80
25975,36.00,136.50,3.79
36683,14.00,40.00,2.86
116056,2.00,3.50,1.75
31856,6.00,23.50,3.92
3134,1673.00,6926.00,4.14
4032,83.00,248.50,2.99
4342,199.00,703.00,3.53
121436,1.00,1.00,1.00
114199,1.00,3.00,3.00
128558,2.00,5.50,2.75
106286,1.00,3.50,3.50
142162,1.00,1.50,1.50
100553,162.00,651.00,4.02
3241,365.00,1320.50,3.62
102373,3.00,9.50,3.17
51638,80.00,264.50,3.31
32866,12.00,43.00,3.58
119693,2.00,6.00,3.00
71795,1.00,3.00,3.00
82722,24.00,78.50,3.27
48084,6.00,18.50,3.08
66981,3.00,6.50,2.17
117470,2.00,8.50,4.25
110225,4.00,13.50,3.38
122468,2.00,4.00,2.00
1523,365.00,1046.50,2.87
70175,28.00,81.00,2.89
137070,1.00,2.50,2.50
7239,93.00,278.50,2.99
75962,8.00,26.50,3.31
150381,1.00,2.50,2.50
27192,28.00,75.00,2.68
121109,14.00,39.50,2.82
88973,6.00,21.00,3.50
4,2935.00,8452.00,2.88
116710,2.00,5.50,2.75
140443,1.00,5.00,5.00
71571,107.00,248.00,2.32
106348,2.00,3.00,1.50
105446,1.00,4.50,4.50
7029,217.00,702.50,3.24
3049,240.00,746.00,3.11
112868,209.00,647.00,3.10
123985,2.00,4.50,2.25
129490,4.00,7.00,1.75
5214,910.00,2894.50,3.18
5998,97.00,210.50,2.17
61692,60.00,167.50,2.79
51418,220.00,715.00,3.25
5234,108.00,351.00,3.25
7273,16.00,49.50,3.09
121294,5.00,14.00,2.80
112710,7.00,24.00,3.43
7119,157.00,496.00,3.16
148454,1.00,4.00,4.00
126389,1.00,3.50,3.50
4345,1036.00,3578.00,3.45
104303,263.00,807.00,3.07
3365,2269.00,9027.00,3.98
66811,4.00,12.50,3.12
92085,7.00,25.00,3.57
141824,1.00,4.50,4.50
4384,125.00,451.50,3.61
131739,57.00,187.00,3.28
81673,9.00,33.50,3.72
85342,1143.00,4579.50,4.01
5863,67.00,165.50,2.47
7834,524.00,2040.50,3.89
136515,3.00,10.00,3.33
1671,293.00,916.00,3.13
102064,6.00,18.50,3.08
113843,6.00,19.00,3.17
129350,6.00,16.50,2.75
93914,4.00,14.50,3.62
140579,5.00,17.00,3.40
112623,1876.00,6767.00,3.61
98341,8.00,22.50,2.81
119214,1.00,0.50,0.50
42946,116.00,417.00,3.59
59795,32.00,99.00,3.09
126237,1.00,2.50,2.50
5643,372.00,1380.00,3.71
146218,1.00,3.50,3.50
106019,5.00,13.00,2.60
148848,2.00,7.50,3.75
103359,1.00,4.00,4.00
34162,8394.00,29383.00,3.50
87485,1082.00,3137.50,2.90
39307,228.00,801.50,3.52
86833,2073.00,7236.50,3.49
151513,1.00,3.50,3.50
33555,11.00,27.50,2.50
92165,5.00,15.50,3.10
99735,3.00,8.50,2.83
39244,17.00,62.00,3.65
134378,13.00,48.00,3.69
141214,3.00,8.50,2.83
31952,460.00,1747.50,3.80
106160,4.00,14.00,3.50
7322,11.00,27.50,2.50
95814,5.00,12.00,2.40
103806,4.00,14.00,3.50
134666,3.00,12.00,4.00
126162,1.00,1.50,1.50
144400,4.00,11.50,2.88
140517,1.00,3.00,3.00
113902,4.00,13.50,3.38
137817,1.00,0.50,0.50
98795,32.00,122.50,3.83
104033,7.00,20.50,2.93
136674,3.00,4.50,1.50
97752,2771.00,10022.00,3.62
4147,155.00,524.50,3.38
46915,18.00,47.50,2.64
4687,176.00,644.00,3.66
26113,61.00,223.50,3.66
88071,2.00,7.50,3.75
81123,2.00,4.50,2.25
77414,198.00,642.00,3.24
123314,1.00,0.50,0.50
59954,5.00,15.00,3.00
8643,864.00,2734.00,3.16
3666,100.00,185.50,1.85
120925,2.00,4.50,2.25
83468,13.00,45.50,3.50
107346,3.00,9.50,3.17
143649,2.00,7.00,3.50
130298,1.00,3.50,3.50
134579,6.00,19.50,3.25
32952,7.00,24.50,3.50
127013,2.00,5.50,2.75
34811,110.00,398.00,3.62
100452,9.00,20.50,2.28
122509,1.00,3.00,3.00
109839,3.00,10.00,3.33
3841,1724.00,4776.00,2.77
128516,2.00,7.50,3.75
132120,1.00,3.50,3.50
146712,3.00,8.50,2.83
5319,1422.00,5613.00,3.95
32296,1139.00,2885.00,2.53
1724,44.00,134.00,3.05
31270,221.00,763.50,3.45
141098,3.00,6.00,2.00
116750,3.00,9.50,3.17
32349,89.00,319.50,3.59
5595,46.00,126.50,2.75
119151,1.00,2.50,2.50
125501,1.00,1.50,1.50
1713,2555.00,7364.00,2.88
3169,1783.00,6342.50,3.56
120278,7.00,18.50,2.64
127248,2.00,7.00,3.50
121027,2.00,7.00,3.50
4360,234.00,777.00,3.32
465,746.00,2441.50,3.27
5270,23.00,42.50,1.85
4014,11432.00,42566.00,3.72
58806,374.00,1154.50,3.09
151567,1.00,3.00,3.00
247,8139.00,31134.00,3.83
4982,91.00,236.50,2.60
92904,34.00,128.50,3.78
118003,1.00,2.50,2.50
4027,21637.00,83925.00,3.88
7698,1041.00,3813.50,3.66
3707,1888.00,5648.50,2.99
146412,1.00,2.00,2.00
140787,2.00,6.00,3.00
149440,1.00,4.50,4.50
80054,7.00,24.50,3.50
131262,4.00,9.00,2.25
129871,1.00,0.50,0.50
41627,132.00,522.00,3.95
110637,6.00,19.50,3.25
113286,1.00,2.50,2.50
141062,1.00,2.00,2.00
95754,17.00,62.00,3.65
4882,6.00,10.00,1.67
116913,1.00,3.50,3.50
7218,482.00,1872.50,3.88
77468,2.00,8.50,4.25
142791,4.00,16.00,4.00
5005,158.00,584.00,3.70
112330,2.00,7.50,3.75
76279,2.00,8.00,4.00
26221,6.00,13.00,2.17
121378,3.00,10.00,3.33
735,1164.00,4092.00,3.52
93265,120.00,453.50,3.78
6337,547.00,1906.50,3.49
103976,1.00,2.50,2.50
90596,4.00,9.00,2.25
98460,4.00,12.00,3.00
135274,4.00,13.00,3.25
105296,2.00,7.00,3.50
146208,1.00,0.50,0.50
58559,29422.00,123618.50,4.20
82141,3.00,7.50,2.50
86418,6.00,20.00,3.33
106190,1.00,4.00,4.00
1951,2320.00,8435.50,3.64
7264,34.00,115.50,3.40
52489,2.00,6.50,3.25
123453,1.00,3.00,3.00
124839,1.00,3.00,3.00
792,55.00,166.00,3.02
104464,2.00,7.00,3.50
26304,2.00,6.50,3.25
102367,3.00,10.50,3.50
43679,1112.00,3033.00,2.73
37626,52.00,171.50,3.30
146040,21.00,83.00,3.95
149416,1.00,3.00,3.00
1693,5424.00,19497.50,3.59
330,1576.00,4431.00,2.81
59731,403.00,1486.50,3.69
140733,5.00,12.00,2.40
37976,25.00,89.50,3.58
83835,11.00,35.50,3.23
132338,2.00,6.00,3.00
135993,2.00,7.00,3.50
842,2092.00,5809.50,2.78
244,298.00,701.00,2.35
136,106.00,376.00,3.55
1133,117.00,424.50,3.63
123316,5.00,10.50,2.10
124300,11.00,31.00,2.82
70591,3.00,6.00,2.00
26146,11.00,34.50,3.14
1729,12691.00,46704.50,3.68
4009,821.00,2872.50,3.50
122902,363.00,824.00,2.27
58706,110.00,400.50,3.64
5631,23.00,59.00,2.57
106684,5.00,15.50,3.10
1029,10098.00,34906.50,3.46
137737,1.00,2.50,2.50
26254,1.00,2.50,2.50
3489,9307.00,29631.50,3.18
147402,1.00,5.00,5.00
139509,2.00,5.00,2.50
118898,256.00,901.50,3.52
103474,34.00,122.00,3.59
140485,1.00,1.00,1.00
115873,2.00,5.50,2.75
349,33517.00,123050.50,3.67
108280,17.00,40.50,2.38
86943,3.00,8.50,2.83
141958,2.00,9.00,4.50
146654,2.00,7.00,3.50
33533,15.00,45.50,3.03
117928,10.00,33.50,3.35
2592,36.00,104.50,2.90
63327,6.00,18.50,3.08
134130,3277.00,13299.50,4.06
31847,17.00,51.00,3.00
39474,15.00,53.50,3.57
38304,778.00,3077.50,3.96
1890,73.00,208.50,2.86
25831,18.00,63.00,3.50
95182,27.00,83.00,3.07
6295,76.00,183.50,2.41
83671,6.00,22.50,3.75
89135,1.00,3.50,3.50
107914,6.00,12.50,2.08
5516,330.00,1221.50,3.70
79599,69.00,186.50,2.70
5723,236.00,729.50,3.09
84667,3.00,9.00,3.00
126999,1.00,2.00,2.00
133900,1.00,4.00,4.00
66773,1.00,2.50,2.50
1924,2395.00,6314.50,2.64
72714,98.00,363.50,3.71
44155,23.00,66.00,2.87
111766,2.00,8.00,4.00
137262,2.00,6.50,3.25
150870,1.00,0.50,0.50
3046,617.00,2115.50,3.43
79882,7.00,23.50,3.36
116183,2.00,8.50,4.25
70500,5.00,17.00,3.40
140992,1.00,0.50,0.50
41285,4008.00,14999.00,3.74
31950,95.00,342.50,3.61
76258,8.00,23.50,2.94
1343,10124.00,35835.50,3.54
130684,32.00,85.50,2.67
119206,1.00,3.50,3.50
34231,14.00,53.00,3.79
79207,12.00,35.50,2.96
25956,10.00,32.50,3.25
6379,881.00,2418.50,2.75
5331,71.00,161.00,2.27
131749,4.00,13.00,3.25
148478,5.00,18.50,3.70
144444,3.00,12.00,4.00
126416,1.00,3.50,3.50
4767,395.00,1225.00,3.10
55020,191.00,525.00,2.75
3278,5.00,15.50,3.10
126286,1.00,2.00,2.00
107252,1.00,5.00,5.00
111649,1.00,3.00,3.00
506,1386.00,4835.00,3.49
5609,696.00,1413.00,2.03
78715,3.00,11.00,3.67
109057,7.00,27.50,3.93
54648,1074.00,3221.50,3.00
1472,413.00,1254.00,3.04
6853,31.00,68.00,2.19
2466,84.00,286.00,3.40
91128,395.00,1236.50,3.13
6849,227.00,795.50,3.50
84242,94.00,331.50,3.53
71709,4.00,13.50,3.38
88315,4.00,9.50,2.38
4402,66.00,158.50,2.40
570,224.00,776.00,3.46
83976,303.00,1075.50,3.55
109425,35.00,120.00,3.43
94760,2.00,7.00,3.50
103923,1.00,0.50,0.50
109489,14.00,41.50,2.96
82115,2.00,5.50,2.75
98501,7.00,19.00,2.71
103784,8.00,28.50,3.56
55888,5.00,14.50,2.90
27829,3.00,12.00,4.00
203,5874.00,18569.00,3.16
27821,1977.00,6630.00,3.35
144176,2.00,5.00,2.50
135541,2.00,8.50,4.25
135296,1.00,3.00,3.00
81415,1.00,3.00,3.00
84446,9.00,25.00,2.78
90196,2.00,8.00,4.00
39444,1425.00,4611.00,3.24
6310,28.00,74.50,2.66
121165,1.00,0.50,0.50
3071,2697.00,10090.00,3.74
86770,4.00,13.00,3.25
77816,4.00,11.00,2.75
25965,21.00,77.00,3.67
126975,5.00,18.00,3.60
139918,2.00,8.50,4.25
85309,1.00,3.00,3.00
78967,57.00,162.00,2.84
32974,19.00,71.00,3.74
91010,11.00,29.00,2.64
127284,2.00,5.50,2.75
129859,7.00,19.50,2.79
108928,492.00,1497.00,3.04
146350,6.00,15.50,2.58
100359,41.00,110.50,2.70
133501,1.00,3.00,3.00
32300,242.00,724.00,2.99
6570,36.00,118.00,3.28
93455,3.00,9.50,3.17
92658,2.00,6.50,3.25
6427,131.00,436.00,3.33
114552,294.00,983.50,3.35
5972,50.00,152.00,3.04
102499,2.00,6.50,3.25
2385,1048.00,2665.00,2.54
61401,550.00,1327.00,2.41
32560,13.00,36.50,2.81
31184,746.00,2601.00,3.49
114758,41.00,120.50,2.94
128684,7.00,23.50,3.36
57754,14.00,42.50,3.04
124139,1.00,4.00,4.00
54185,66.00,235.00,3.56
4765,510.00,1838.00,3.60
2666,112.00,317.00,2.83
91605,4.00,12.50,3.12
150030,1.00,3.00,3.00
105531,29.00,93.50,3.22
146986,3.00,6.50,2.17
76808,10.00,37.50,3.75
136311,4.00,14.50,3.62
109621,6.00,17.00,2.83
146912,3.00,10.00,3.33
81152,5.00,13.50,2.70
57792,138.00,498.50,3.61
91243,12.00,33.00,2.75
125045,3.00,10.50,3.50
107636,2.00,7.50,3.75
129285,4.00,11.00,2.75
1551,323.00,834.50,2.58
136598,152.00,495.00,3.26
80693,863.00,3137.00,3.63
116756,1.00,2.50,2.50
5323,1051.00,2193.50,2.09
63237,31.00,82.50,2.66
27511,1.00,2.50,2.50
53373,9.00,25.50,2.83
92787,3.00,10.00,3.33
118528,1.00,2.00,2.00
8970,7383.00,27745.50,3.76
58301,576.00,1883.00,3.27
25824,17.00,57.00,3.35
18,5781.00,19667.00,3.40
112236,4.00,15.50,3.88
145968,1.00,4.50,4.50
123850,1.00,1.50,1.50
1237,4682.00,19141.50,4.09
126393,16.00,39.00,2.44
82368,1.00,2.50,2.50
97855,1.00,2.50,2.50
135579,1.00,5.00,5.00
91271,2.00,7.50,3.75
46753,5.00,15.50,3.10
105442,3.00,6.50,2.17
87751,3.00,10.50,3.50
105844,2289.00,8873.00,3.88
5697,94.00,240.00,2.55
146982,3.00,6.00,2.00
3217,464.00,1634.00,3.52
128439,7.00,26.00,3.71
6302,33.00,73.50,2.23
7117,447.00,911.00,2.04
52617,16.00,56.00,3.50
7917,47.00,133.50,2.84
2457,1396.00,4662.00,3.34
148578,1.00,2.50,2.50
892,1434.00,5350.00,3.73
97306,1368.00,4956.50,3.62
86725,18.00,49.50,2.75
67850,7.00,10.50,1.50
1825,219.00,591.00,2.70
87304,634.00,2377.50,3.75
27743,24.00,77.50,3.23
7072,915.00,3528.50,3.86
124923,1.00,2.00,2.00
77852,3.00,6.00,2.00
128427,1.00,2.00,2.00
98768,3.00,10.00,3.33
33644,134.00,308.00,2.30
88327,4.00,13.00,3.25
125868,1.00,0.50,0.50
73862,10.00,37.00,3.70
32325,37.00,112.50,3.04
82491,3.00,10.50,3.50
131596,3.00,8.00,2.67
129015,2.00,4.00,2.00
50798,1028.00,1525.50,1.48
106002,1410.00,4859.00,3.45
6051,256.00,950.00,3.71
142797,3.00,8.50,2.83
143857,1.00,4.00,4.00
119818,1.00,1.50,1.50
7235,1102.00,3818.00,3.46
4392,406.00,1387.00,3.42
114082,53.00,181.50,3.42
91715,6.00,20.00,3.33
122147,3.00,5.50,1.83
79498,13.00,33.00,2.54
27156,683.00,2639.00,3.86
36537,612.00,2118.50,3.46
110718,84.00,275.50,3.28
1462,20.00,49.00,2.45
66904,1.00,2.50,2.50
110860,4.00,10.00,2.50
96221,1.00,1.00,1.00
58434,21.00,61.50,2.93
85438,530.00,1979.00,3.73
4919,276.00,916.00,3.32
4634,239.00,753.50,3.15
5795,42.00,149.50,3.56
143404,2.00,8.50,4.25
126128,1.00,1.00,1.00
78459,15.00,48.50,3.23
7781,436.00,1319.00,3.03
5289,123.00,465.50,3.78
68482,45.00,146.50,3.26
5620,3697.00,11635.00,3.15
5000,132.00,463.00,3.51
88129,4499.00,17109.50,3.80
58332,343.00,1022.00,2.98
96909,22.00,67.50,3.07
37785,48.00,160.00,3.33
72483,118.00,438.00,3.71
78071,2.00,6.00,3.00
207,5884.00,19854.50,3.37
4149,2268.00,6412.50,2.83
103306,359.00,1207.50,3.36
149324,3.00,11.00,3.67
27764,20.00,71.00,3.55
92184,10.00,21.00,2.10
93408,6.00,16.00,2.67
127665,1.00,3.00,3.00
594,19150.00,68800.00,3.59
1794,1246.00,4381.50,3.52
76175,1397.00,3875.00,2.77
131009,2.00,4.50,2.25
71160,49.00,148.00,3.02
59602,31.00,97.50,3.15
97915,1.00,0.50,0.50
93563,328.00,1009.00,3.08
56490,10.00,36.00,3.60
4551,42.00,78.00,1.86
131856,3.00,10.00,3.33
138154,5.00,15.00,3.00
100015,1.00,2.00,2.00
615,660.00,2547.50,3.86
5523,738.00,1495.50,2.03
3473,115.00,402.50,3.50
74152,278.00,1033.00,3.72
86852,250.00,800.00,3.20
70689,9.00,28.00,3.11
3602,190.00,515.00,2.71
147202,1.00,3.50,3.50
120313,1.00,4.50,4.50
144190,2.00,8.00,4.00
118524,1.00,1.50,1.50
122278,4.00,11.50,2.88
149160,3.00,9.00,3.00
103116,3.00,10.00,3.33
92178,2.00,6.50,3.25
2603,37.00,107.00,2.89
58228,3.00,12.50,4.17
147901,3.00,5.50,1.83
116991,2.00,7.00,3.50
109060,1.00,3.00,3.00
133079,2.00,7.00,3.50
8695,202.00,714.50,3.54
5996,48.00,136.50,2.84
121148,1.00,4.00,4.00
125541,4.00,13.50,3.38
119043,1.00,3.00,3.00
53326,149.00,490.50,3.29
81535,392.00,1040.00,2.65
44245,45.00,87.00,1.93
2259,1456.00,3853.00,2.65
49435,28.00,73.00,2.61
2217,10.00,17.00,1.70
3110,212.00,704.50,3.32
82452,13.00,40.50,3.12
60450,17.00,58.00,3.41
307,7555.00,30030.00,3.97
25771,811.00,3087.00,3.81
5151,2836.00,7965.50,2.81
126178,2.00,2.50,1.25
119450,1.00,3.00,3.00
82673,15.00,50.00,3.33
4365,17.00,43.00,2.53
26553,20.00,58.50,2.92
47146,14.00,49.00,3.50
69419,8.00,16.50,2.06
2032,244.00,700.50,2.87
3518,259.00,763.50,2.95
84173,15.00,50.50,3.37
109987,1.00,2.00,2.00
136343,6.00,23.50,3.92
136630,1.00,4.00,4.00
26688,245.00,649.00,2.65
114392,79.00,261.00,3.30
123119,5.00,14.50,2.90
5405,20.00,55.50,2.77
103974,7.00,23.50,3.36
81333,4.00,11.50,2.88
148402,2.00,8.50,4.25
577,646.00,1819.50,2.82
3477,3016.00,10238.00,3.39
71728,44.00,109.00,2.48
91246,2.00,7.00,3.50
146608,1.00,2.50,2.50
1941,883.00,3312.00,3.75
70541,18.00,62.00,3.44
106739,7.00,21.00,3.00
174,2171.00,5325.50,2.45
31983,11.00,38.00,3.45
111589,12.00,38.50,3.21
135603,6.00,21.00,3.50
110613,1.00,4.00,4.00
1197,36882.00,153041.50,4.15
3146,3893.00,10240.50,2.63
80489,2955.00,11111.00,3.76
66295,13.00,46.00,3.54
130922,1.00,2.50,2.50
107004,13.00,34.50,2.65
60014,15.00,42.50,2.83
6652,163.00,522.00,3.20
25999,229.00,810.50,3.54
75362,6.00,7.50,1.25
112548,1.00,3.00,3.00
99253,3.00,10.50,3.50
50828,7.00,27.50,3.93
4026,64.00,196.50,3.07
123596,1.00,2.50,2.50
99521,1.00,2.50,2.50
103271,4.00,11.50,2.88
130267,1.00,3.00,3.00
609,2767.00,8376.00,3.03
147847,25.00,73.00,2.92
95578,1.00,4.00,4.00
135581,3.00,9.00,3.00
26175,12.00,39.00,3.25
132967,1.00,3.00,3.00
6610,94.00,311.00,3.31
99387,15.00,56.50,3.77
130204,3.00,10.00,3.33
103498,1.00,3.50,3.50
51412,1563.00,5057.50,3.24
4252,143.00,483.00,3.38
108095,8.00,28.00,3.50
113646,3.00,10.50,3.50
26947,261.00,972.50,3.73
108997,3.00,8.00,2.67
141400,5.00,16.00,3.20
2543,55.00,150.00,2.73
150560,2.00,2.00,1.00
432,13745.00,37431.50,2.72
7265,1312.00,4763.00,3.63
1066,1480.00,5865.00,3.96
93139,13.00,20.00,1.54
80295,9.00,25.00,2.78
33767,6.00,20.00,3.33
5876,1848.00,6911.50,3.74
448,3080.00,10952.00,3.56
110295,80.00,183.00,2.29
133439,5.00,17.00,3.40
135492,3.00,13.00,4.33
6203,198.00,520.00,2.63
120942,6.00,19.50,3.25
82169,875.00,2908.50,3.32
6716,35.00,88.50,2.53
133201,3.00,10.00,3.33
142062,2.00,7.00,3.50
7886,47.00,137.00,2.91
108778,40.00,139.50,3.49
122050,5.00,12.00,2.40
131550,2.00,8.00,4.00
3693,1190.00,3329.50,2.80
83652,10.00,33.00,3.30
83417,1.00,3.50,3.50
25738,68.00,234.50,3.45
1128,1783.00,5368.50,3.01
69995,107.00,384.50,3.59
103685,39.00,115.00,2.95
8641,6435.00,22402.50,3.48
103022,31.00,120.00,3.87
6268,464.00,1714.50,3.70
107418,4.00,12.50,3.12
130828,4.00,7.50,1.88
87649,4.00,14.50,3.62
117511,45.00,143.50,3.19
49746,10.00,33.50,3.35
30981,24.00,78.00,3.25
5921,21.00,47.00,2.24
149414,1.00,2.50,2.50
140799,1.00,4.00,4.00
106387,2.00,5.00,2.50
108715,50.00,160.00,3.20
127313,4.00,11.00,2.75
124213,1.00,2.50,2.50
76701,12.00,42.00,3.50
27236,8.00,22.50,2.81
3432,468.00,1037.50,2.22
114464,11.00,37.00,3.36
1814,246.00,833.50,3.39
3787,516.00,1969.00,3.82
94782,3.00,9.50,3.17
8292,63.00,227.50,3.61
67464,17.00,55.50,3.26
147825,1.00,3.50,3.50
141583,1.00,3.00,3.00
6125,305.00,1124.00,3.69
6201,265.00,947.50,3.58
143414,2.00,3.50,1.75
84395,339.00,1001.50,2.95
4538,53.00,178.50,3.37
76169,12.00,47.50,3.96
95949,4.00,13.00,3.25
129723,2.00,7.00,3.50
72308,396.00,1380.50,3.49
91976,815.00,2549.50,3.13
74493,11.00,22.50,2.05
5869,134.00,463.00,3.46
25901,119.00,429.50,3.61
63791,10.00,25.50,2.55
86837,10.00,27.50,2.75
130196,1.00,3.00,3.00
1983,1743.00,4845.50,2.78
54775,448.00,1370.00,3.06
